location,date,Alpha,Beta,Delta,Gamma,others
Angola,2021-04-05,0.23357664233576642,0.46715328467153283,0.0,0.0072992700729927005,0.20437956204379562
Angola,2021-04-19,0.25301204819277107,0.37349397590361444,0.024096385542168676,0.0,0.3132530120481928
Angola,2021-05-03,0.3235294117647059,0.5,0.029411764705882353,0.0,0.14705882352941177
Angola,2021-05-17,0.0,0.0,0.8,0.0,0.2
Angola,2021-05-31,1.0,0.0,0.0,0.0,0.0
Angola,2021-06-14,0.7727272727272727,0.22727272727272727,0.0,0.0,0.0
Angola,2021-06-28,0.5084745762711864,0.3050847457627119,0.1694915254237288,0.0,0.01694915254237288
Angola,2021-07-12,0.1956521739130435,0.2608695652173913,0.5,0.0,0.043478260869565216
Angola,2021-07-26,0.2,0.1,0.6,0.0,0.1
Angola,2021-08-09,0.0,0.25,0.75,0.0,0.0
Argentina,2021-04-05,0.16326530612244897,0.0,0.0,0.22959183673469388,0.413265306122449
Argentina,2021-04-19,0.12751677852348994,0.0,0.0,0.2953020134228188,0.40268456375838924
Argentina,2021-05-03,0.12759643916913946,0.002967359050445104,0.002967359050445104,0.42136498516320475,0.21068249258160238
Argentina,2021-05-17,0.12130177514792899,0.0,0.0,0.5562130177514792,0.11834319526627218
Argentina,2021-05-31,0.10631229235880399,0.0,0.0,0.6079734219269103,0.03986710963455149
Argentina,2021-06-14,0.085995085995086,0.0,0.002457002457002457,0.6584766584766585,0.02702702702702703
Argentina,2021-06-28,0.09210526315789473,0.0,0.005263157894736842,0.6736842105263158,0.018421052631578946
Argentina,2021-07-12,0.042134831460674156,0.0,0.05337078651685393,0.7359550561797753,0.0028089887640449437
Argentina,2021-07-26,0.041666666666666664,0.0,0.13095238095238096,0.5714285714285714,0.011904761904761904
Argentina,2021-08-09,0.027083333333333334,0.0,0.17916666666666667,0.5895833333333333,0.00625
Aruba,2021-04-05,0.8043478260869565,0.0,0.0,0.0,0.021739130434782608
Aruba,2021-04-19,0.6620689655172414,0.013793103448275862,0.09655172413793103,0.06206896551724138,0.06206896551724138
Aruba,2021-05-03,0.6142857142857143,0.0,0.014285714285714285,0.1,0.05
Aruba,2021-05-17,0.5346534653465347,0.0,0.09900990099009901,0.1188118811881188,0.019801980198019802
Aruba,2021-05-31,0.48598130841121495,0.0,0.0,0.2336448598130841,0.009345794392523364
Aruba,2021-06-14,0.056179775280898875,0.0,0.0449438202247191,0.39325842696629215,0.0
Aruba,2021-06-28,0.125,0.0,0.0,0.7916666666666666,0.0
Aruba,2021-07-12,0.06896551724137931,0.0,0.4482758620689655,0.13793103448275862,0.0
Aruba,2021-07-26,0.010309278350515464,0.0,0.865979381443299,0.020618556701030927,0.0
Aruba,2021-08-09,0.0,0.0,0.9824046920821115,0.0,0.0
Australia,2021-04-05,0.5447154471544715,0.07317073170731707,0.024390243902439025,0.016260162601626018,0.3089430894308943
Australia,2021-04-19,0.46496815286624205,0.12738853503184713,0.21656050955414013,0.012738853503184714,0.044585987261146494
Australia,2021-05-03,0.3088235294117647,0.0392156862745098,0.4117647058823529,0.00980392156862745,0.11764705882352941
Australia,2021-05-17,0.4188034188034188,0.02564102564102564,0.38461538461538464,0.0,0.11965811965811966
Australia,2021-05-31,0.12037037037037036,0.037037037037037035,0.17592592592592593,0.0,0.05555555555555555
Australia,2021-06-14,0.16666666666666666,0.05303030303030303,0.4166666666666667,0.0,0.06818181818181818
Australia,2021-06-28,0.07692307692307693,0.012145748987854251,0.8461538461538461,0.0,0.02834008097165992
Australia,2021-07-12,0.03389830508474576,0.00651890482398957,0.954367666232073,0.0,0.005215123859191656
Australia,2021-07-26,0.003444316877152698,0.0,0.9965556831228473,0.0,0.0
Australia,2021-08-09,0.0010972933430870519,0.0,0.9989027066569129,0.0,0.0
Austria,2021-04-05,0.9278350515463918,0.013745704467353952,0.0,0.0,0.030927835051546393
Austria,2021-04-19,0.8753541076487252,0.0339943342776204,0.0056657223796034,0.0028328611898017,0.0453257790368272
Austria,2021-05-03,0.8814589665653495,0.0060790273556231,0.015197568389057751,0.0,0.06382978723404255
Austria,2021-05-17,0.8804523424878837,0.0016155088852988692,0.004846526655896607,0.009693053311793215,0.05492730210016155
Austria,2021-05-31,0.8277634961439588,0.007712082262210797,0.028277634961439587,0.028277634961439587,0.05398457583547558
Austria,2021-06-14,0.47738693467336685,0.010050251256281407,0.4296482412060301,0.02512562814070352,0.052763819095477386
Austria,2021-06-28,0.38533333333333336,0.0013333333333333333,0.5906666666666667,0.0026666666666666666,0.02
Austria,2021-07-12,0.10891089108910891,0.0,0.8831683168316832,0.0019801980198019802,0.0019801980198019802
Austria,2021-07-26,0.010376134889753566,0.0,0.9896238651102465,0.0,0.0
Austria,2021-08-09,0.004815409309791332,0.0016051364365971107,0.9887640449438202,0.0032102728731942215,0.0
Bahrain,2021-04-05,0.5,0.5,0.0,0.0,0.0
Bahrain,2021-04-19,0.11904761904761904,0.14285714285714285,0.35714285714285715,0.0,0.19047619047619047
Bahrain,2021-05-03,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
Bahrain,2021-05-17,0.45614035087719296,0.0,0.5087719298245614,0.0,0.03508771929824561
Bahrain,2021-05-31,0.10869565217391304,0.0,0.8478260869565217,0.0,0.043478260869565216
Bahrain,2021-06-14,0.16666666666666666,0.041666666666666664,0.75,0.0,0.041666666666666664
Bahrain,2021-06-28,0.011904761904761904,0.011904761904761904,0.9761904761904762,0.0,0.0
Bahrain,2021-07-12,0.057971014492753624,0.0,0.9420289855072463,0.0,0.0
Bahrain,2021-07-26,0.009433962264150943,0.0,0.9716981132075472,0.009433962264150943,0.009433962264150943
Bahrain,2021-08-09,0.020833333333333332,0.0,0.9583333333333334,0.0,0.020833333333333332
Bangladesh,2021-04-05,0.20689655172413793,0.6781609195402298,0.0,0.0,0.10344827586206896
Bangladesh,2021-04-19,0.03816793893129771,0.8702290076335878,0.0,0.0,0.05343511450381679
Bangladesh,2021-05-03,0.10714285714285714,0.6071428571428571,0.19642857142857142,0.0,0.07142857142857142
Bangladesh,2021-05-17,0.05172413793103448,0.46551724137931033,0.39655172413793105,0.0,0.08620689655172414
Bangladesh,2021-05-31,0.020202020202020204,0.46464646464646464,0.40404040404040403,0.0,0.09090909090909091
Bangladesh,2021-06-14,0.043478260869565216,0.2463768115942029,0.6376811594202898,0.0,0.07246376811594203
Bangladesh,2021-06-28,0.0,0.017857142857142856,0.9464285714285714,0.0,0.03571428571428571
Bangladesh,2021-07-12,0.004098360655737705,0.00819672131147541,0.9795081967213115,0.0,0.00819672131147541
Bangladesh,2021-07-26,0.0,0.005747126436781609,0.9942528735632183,0.0,0.0
Bangladesh,2021-08-09,0.0,0.0,1.0,0.0,0.0
Belgium,2021-04-05,0.8205351948807447,0.03519488074461896,0.0,0.06282722513089005,0.059336823734729496
Belgium,2021-04-19,0.8223978014428032,0.02198557196839574,0.003091721058055651,0.09653040192373755,0.047406389556853314
Belgium,2021-05-03,0.8085680047932894,0.018573996405032954,0.029358897543439184,0.08148591971240264,0.052726183343319355
Belgium,2021-05-17,0.806949806949807,0.021557271557271558,0.03153153153153153,0.10102960102960103,0.0341055341055341
Belgium,2021-05-31,0.7987804878048781,0.007452574525745257,0.06402439024390244,0.09925474254742547,0.027777777777777776
Belgium,2021-06-14,0.7358395989974937,0.009523809523809525,0.13082706766917293,0.10325814536340852,0.012030075187969926
Belgium,2021-06-28,0.5198983911939035,0.0059271803556308214,0.40643522438611346,0.04741744284504657,0.013547840812870448
Belgium,2021-07-12,0.17083333333333334,0.001893939393939394,0.7916666666666666,0.02234848484848485,0.009848484848484848
Belgium,2021-07-26,0.04292929292929293,0.002777777777777778,0.9297979797979798,0.014646464646464647,0.00202020202020202
Belgium,2021-08-09,0.009735396904643036,0.0004992511233150275,0.9847728407388917,0.0027458811782326512,0.0004992511233150275
Belize,2021-04-19,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0
Belize,2021-05-03,0.0,0.0,0.0,0.0,1.0
Belize,2021-05-17,0.13333333333333333,0.0,0.4666666666666667,0.06666666666666667,0.26666666666666666
Belize,2021-05-31,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333
Belize,2021-06-14,1.0,0.0,0.0,0.0,0.0
Belize,2021-06-28,0.4375,0.0,0.15625,0.09375,0.3125
Belize,2021-07-12,0.2222222222222222,0.0,0.4444444444444444,0.16666666666666666,0.16666666666666666
Belize,2021-07-26,0.017241379310344827,0.0,0.4827586206896552,0.13793103448275862,0.3620689655172414
Belize,2021-08-09,0.015873015873015872,0.0,0.5238095238095238,0.09523809523809523,0.36507936507936506
Benin,2021-04-05,0.07954545454545454,0.017045454545454544,0.0,0.0,0.4431818181818182
Benin,2021-04-19,0.0,0.0,0.0,0.0,0.75
Benin,2021-05-03,0.08,0.0,0.0,0.0,0.76
Benin,2021-05-17,0.09375,0.0,0.0,0.0,0.78125
Benin,2021-05-31,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.0,0.7407407407407407
Benin,2021-06-14,0.1111111111111111,0.0,0.1111111111111111,0.0,0.7777777777777778
Benin,2021-06-28,0.0,0.0,0.35714285714285715,0.0,0.6428571428571429
Benin,2021-07-12,0.0,0.0,0.5714285714285714,0.0,0.42857142857142855
Benin,2021-07-26,0.0,0.0,0.7222222222222222,0.0,0.2777777777777778
Benin,2021-08-09,0.0,0.0,0.9705882352941176,0.0,0.029411764705882353
Bosnia and Herzegovina,2021-04-05,1.0,0.0,0.0,0.0,0.0
Bosnia and Herzegovina,2021-04-19,1.0,0.0,0.0,0.0,0.0
Bosnia and Herzegovina,2021-05-17,1.0,0.0,0.0,0.0,0.0
Bosnia and Herzegovina,2021-05-31,1.0,0.0,0.0,0.0,0.0
Bosnia and Herzegovina,2021-06-14,0.782608695652174,0.0,0.043478260869565216,0.0,0.17391304347826086
Bosnia and Herzegovina,2021-06-28,0.4375,0.0,0.5,0.0,0.0625
Bosnia and Herzegovina,2021-07-12,0.047619047619047616,0.0,0.8095238095238095,0.14285714285714285,0.0
Bosnia and Herzegovina,2021-07-26,0.0,0.0,1.0,0.0,0.0
Bosnia and Herzegovina,2021-08-09,0.0,0.0,1.0,0.0,0.0
Botswana,2021-04-05,0.0,0.42857142857142855,0.0,0.0,0.5714285714285714
Botswana,2021-05-03,0.0,0.5714285714285714,0.2857142857142857,0.0,0.14285714285714285
Botswana,2021-05-17,0.0,0.5789473684210527,0.3157894736842105,0.0,0.10526315789473684
Botswana,2021-05-31,0.0,0.9375,0.041666666666666664,0.0,0.020833333333333332
Botswana,2021-06-14,0.0,0.7352941176470589,0.13725490196078433,0.0,0.12745098039215685
Botswana,2021-06-28,0.0,0.23469387755102042,0.6836734693877551,0.0,0.08163265306122448
Botswana,2021-07-12,0.0,0.09433962264150944,0.8207547169811321,0.0,0.08490566037735849
Botswana,2021-07-26,0.0,0.029411764705882353,0.9705882352941176,0.0,0.0
Botswana,2021-08-09,0.0,0.02631578947368421,0.9473684210526315,0.0,0.02631578947368421
Brazil,2021-04-05,0.05398641401501609,0.0,0.0003575259206292456,0.8752234537003932,0.07043260636396138
Brazil,2021-04-19,0.03640200474808757,0.0007913479293062516,0.0007913479293062516,0.9240305987865999,0.03798470060670008
Brazil,2021-05-03,0.023396424815983176,0.0,0.0015772870662460567,0.954521556256572,0.02050473186119874
Brazil,2021-05-17,0.021250384970742223,0.0,0.0024638127502309825,0.9639667385278718,0.012319063751154912
Brazil,2021-05-31,0.023446942228668118,0.0,0.0009668842156151801,0.9593908629441624,0.014503263234227702
Brazil,2021-06-14,0.015133647798742138,0.0,0.0023584905660377358,0.9697327044025157,0.011595911949685534
Brazil,2021-06-28,0.017465293327362293,0.0,0.01052395879982087,0.9646215853112405,0.006493506493506494
Brazil,2021-07-12,0.009012256669069935,0.0,0.053172314347512614,0.9327685652487383,0.00414563806777217
Brazil,2021-07-26,0.00594685002787586,0.0,0.10853001300873444,0.8805054822523695,0.004088459394164653
Brazil,2021-08-09,0.0023001725129384704,0.0,0.28886333141652293,0.7044278320874066,0.0034502587694077054
Brunei,2021-07-26,0.0,0.0,1.0,0.0,0.0
Bulgaria,2021-04-05,0.9910233393177738,0.0,0.0,0.0,0.005385996409335727
Bulgaria,2021-04-19,0.9973045822102425,0.0,0.0026954177897574125,0.0,0.0
Bulgaria,2021-05-03,1.0,0.0,0.0,0.0,0.0
Bulgaria,2021-05-17,1.0,0.0,0.0,0.0,0.0
Bulgaria,2021-05-31,1.0,0.0,0.0,0.0,0.0
Bulgaria,2021-06-14,0.8932038834951457,0.009708737864077669,0.06796116504854369,0.0,0.009708737864077669
Bulgaria,2021-06-28,0.56,0.008,0.408,0.0,0.024
Bulgaria,2021-07-12,0.3693181818181818,0.005681818181818182,0.6136363636363636,0.0,0.011363636363636364
Bulgaria,2021-07-26,0.04184100418410042,0.0,0.9539748953974896,0.0,0.0041841004184100415
Bulgaria,2021-08-09,0.01417004048582996,0.0,0.9817813765182186,0.0,0.004048582995951417
Cambodia,2021-04-05,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666
Cambodia,2021-04-19,0.9230769230769231,0.0,0.0,0.0,0.07692307692307693
Cambodia,2021-05-03,1.0,0.0,0.0,0.0,0.0
Cambodia,2021-05-17,1.0,0.0,0.0,0.0,0.0
Cambodia,2021-05-31,0.8985507246376812,0.0,0.043478260869565216,0.0,0.057971014492753624
Cambodia,2021-06-14,0.7631578947368421,0.013157894736842105,0.15789473684210525,0.0,0.06578947368421052
Cambodia,2021-06-28,0.7127659574468085,0.0,0.2872340425531915,0.0,0.0
Cambodia,2021-07-12,0.6049382716049383,0.0,0.3950617283950617,0.0,0.0
Cambodia,2021-07-26,0.5785123966942148,0.0,0.4214876033057851,0.0,0.0
Cambodia,2021-08-09,0.4942528735632184,0.0,0.5057471264367817,0.0,0.0
Cameroon,2021-04-19,0.2857142857142857,0.0,0.0,0.0,0.5714285714285714
Cameroon,2021-08-09,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333
Canada,2021-04-05,0.45925548189699134,0.009790922998470168,0.00030596634370219276,0.1988781234064253,0.23120856705762366
Canada,2021-04-19,0.4736249296039046,0.015393279519429322,0.005725549089543833,0.23690632626243666,0.18715975220574432
Canada,2021-05-03,0.5569689260403416,0.013901508268217335,0.017354170452480465,0.23423587134290388,0.12811193894239506
Canada,2021-05-17,0.5905172413793104,0.0050093196644920785,0.05533550792171482,0.2402143522833178,0.07269338303821063
Canada,2021-05-31,0.5651435366060812,0.004586376762357737,0.10073042296585698,0.26040428061831156,0.040767793443179885
Canada,2021-06-14,0.537841043890866,0.007829181494661922,0.15705812574139977,0.23084223013048635,0.04009489916963226
Canada,2021-06-28,0.4870689655172414,0.007004310344827586,0.2739762931034483,0.1398168103448276,0.052801724137931036
Canada,2021-07-12,0.302734375,0.009114583333333334,0.4973958333333333,0.16927083333333334,0.009765625
Canada,2021-07-26,0.13651181744091279,0.002037489812550937,0.778321108394458,0.06927465362673187,0.0069274653626731865
Canada,2021-08-09,0.04889455782312925,0.0001417233560090703,0.9295634920634921,0.015022675736961451,0.0055272108843537416
Chile,2021-04-05,0.08270676691729323,0.0,0.0,0.30451127819548873,0.24060150375939848
Chile,2021-04-19,0.06128133704735376,0.005571030640668524,0.0,0.37604456824512533,0.14484679665738162
Chile,2021-05-03,0.035398230088495575,0.0,0.0,0.45132743362831856,0.21061946902654868
Chile,2021-05-17,0.04,0.0,0.0,0.512,0.0784
Chile,2021-05-31,0.034482758620689655,0.0022988505747126436,0.0,0.6252873563218391,0.03218390804597701
Chile,2021-06-14,0.020766773162939296,0.0,0.001597444089456869,0.6693290734824281,0.05591054313099041
Chile,2021-06-28,0.08066759388038942,0.0013908205841446453,0.0027816411682892906,0.6662030598052852,0.02364394993045897
Chile,2021-07-12,0.019630484988452657,0.0,0.020785219399538105,0.707852193995381,0.023094688221709007
Chile,2021-07-26,0.01232394366197183,0.0,0.06338028169014084,0.6690140845070423,0.022887323943661973
Chile,2021-08-09,0.025348542458808618,0.0,0.09632446134347275,0.5931558935361216,0.020278833967046894
Colombia,2021-04-05,0.11875,0.0,0.0,0.16875,0.26875
Colombia,2021-04-19,0.099626400996264,0.0,0.0,0.29389788293897884,0.21544209215442092
Colombia,2021-05-03,0.03935185185185185,0.0,0.0,0.2847222222222222,0.1712962962962963
Colombia,2021-05-17,0.024,0.0,0.0026666666666666666,0.26666666666666666,0.12533333333333332
Colombia,2021-05-31,0.020618556701030927,0.0,0.005154639175257732,0.27835051546391754,0.06701030927835051
Colombia,2021-06-14,0.0,0.0,0.007067137809187279,0.12367491166077739,0.053003533568904596
Colombia,2021-06-28,0.0,0.0,0.013392857142857142,0.15625,0.017857142857142856
Colombia,2021-07-12,0.0021645021645021645,0.0,0.02813852813852814,0.0735930735930736,0.015151515151515152
Colombia,2021-07-26,0.0,0.0,0.06304347826086956,0.06521739130434782,0.01847826086956522
Colombia,2021-08-09,0.0025806451612903226,0.0,0.12258064516129032,0.05419354838709677,0.015483870967741935
Costa Rica,2021-04-05,0.3275862068965517,0.08620689655172414,0.0,0.06896551724137931,0.4482758620689655
Costa Rica,2021-04-19,0.3380281690140845,0.014084507042253521,0.0,0.18309859154929578,0.38028169014084506
Costa Rica,2021-05-03,0.5263157894736842,0.0,0.0,0.17543859649122806,0.2631578947368421
Costa Rica,2021-05-17,0.6363636363636364,0.030303030303030304,0.0,0.06060606060606061,0.24242424242424243
Costa Rica,2021-05-31,0.46808510638297873,0.0,0.0,0.23404255319148937,0.2127659574468085
Costa Rica,2021-06-14,0.24242424242424243,0.0,0.030303030303030304,0.5454545454545454,0.18181818181818182
Costa Rica,2021-06-28,0.16071428571428573,0.0,0.125,0.32142857142857145,0.125
Costa Rica,2021-07-12,0.09523809523809523,0.011904761904761904,0.23809523809523808,0.21428571428571427,0.20238095238095238
Costa Rica,2021-07-26,0.10227272727272728,0.0,0.5227272727272727,0.11363636363636363,0.07954545454545454
Costa Rica,2021-08-09,0.043478260869565216,0.0,0.5362318840579711,0.2753623188405797,0.007246376811594203
Croatia,2021-04-05,0.9559412550066756,0.0013351134846461949,0.0,0.0,0.00801068090787717
Croatia,2021-04-19,0.9466666666666667,0.0026666666666666666,0.0,0.0026666666666666666,0.013333333333333334
Croatia,2021-05-03,0.8625954198473282,0.03307888040712468,0.003816793893129771,0.001272264631043257,0.02544529262086514
Croatia,2021-05-17,0.9906103286384976,0.0,0.0,0.0,0.003129890453834116
Croatia,2021-05-31,0.9594594594594594,0.0,0.02702702702702703,0.0,0.013513513513513514
Croatia,2021-06-14,0.7620578778135049,0.0,0.2282958199356913,0.006430868167202572,0.003215434083601286
Croatia,2021-06-28,0.37037037037037035,0.0,0.6172839506172839,0.0,0.006172839506172839
Croatia,2021-07-12,0.11382113821138211,0.0,0.8726287262872628,0.005420054200542005,0.008130081300813009
Croatia,2021-07-26,0.044226044226044224,0.0,0.9508599508599509,0.0,0.0
Croatia,2021-08-09,0.015655577299412915,0.0,0.9823874755381604,0.0019569471624266144,0.0
Curacao,2021-04-05,0.9649122807017544,0.0,0.0,0.0,0.017543859649122806
Curacao,2021-04-19,0.9836065573770492,0.0,0.0,0.0,0.01639344262295082
Curacao,2021-05-03,0.8666666666666667,0.0,0.0,0.044444444444444446,0.022222222222222223
Curacao,2021-05-17,0.76,0.0,0.0,0.0,0.0
Curacao,2021-05-31,0.5,0.0,0.0,0.4,0.0
Curacao,2021-06-14,0.0,0.0,0.0,0.0,0.0
Curacao,2021-06-28,0.375,0.0,0.0,0.375,0.0
Curacao,2021-07-12,0.07894736842105263,0.0,0.8421052631578947,0.05263157894736842,0.0
Curacao,2021-07-26,0.014925373134328358,0.0,0.9552238805970149,0.0,0.0
Curacao,2021-08-09,0.0,0.0,0.9838709677419355,0.0,0.0
Czechia,2021-04-05,0.9385026737967914,0.008021390374331552,0.00267379679144385,0.0,0.008021390374331552
Czechia,2021-04-19,0.9448818897637795,0.0031496062992125984,0.0,0.0,0.01732283464566929
Czechia,2021-05-03,0.9307692307692308,0.023076923076923078,0.016666666666666666,0.0038461538461538464,0.015384615384615385
Czechia,2021-05-17,0.9032258064516129,0.016129032258064516,0.04121863799283154,0.008960573476702509,0.025089605734767026
Czechia,2021-05-31,0.8072727272727273,0.01090909090909091,0.13090909090909092,0.014545454545454545,0.03272727272727273
Czechia,2021-06-14,0.8324742268041238,0.005154639175257732,0.12371134020618557,0.01288659793814433,0.01804123711340206
Czechia,2021-06-28,0.5458715596330275,0.0,0.4036697247706422,0.013761467889908258,0.03669724770642202
Czechia,2021-07-12,0.10379241516966067,0.001996007984031936,0.8582834331337326,0.0,0.03592814371257485
Czechia,2021-07-26,0.011385199240986717,0.0018975332068311196,0.9810246679316889,0.0,0.0056925996204933585
Czechia,2021-08-09,0.00530035335689046,0.0017667844522968198,0.9876325088339223,0.0,0.0035335689045936395
Denmark,2021-04-05,0.937578201028778,0.0029195050743778673,0.0004170721534825525,0.0005560962046434033,0.02891700264145697
Denmark,2021-04-19,0.9611691612538831,0.0035300762496469924,0.0008472182999152782,0.0,0.007060152499293985
Denmark,2021-05-03,0.9608021877848678,0.0019533793462690454,0.003906758692538091,0.0010418023180101576,0.0035160828232842817
Denmark,2021-05-17,0.9678273264100998,0.0006108735491753207,0.004377927102423132,0.00020362451639177357,0.0015271838729383018
Denmark,2021-05-31,0.9925105485232067,0.0004219409282700422,0.002953586497890295,0.0016877637130801688,0.00031645569620253165
Denmark,2021-06-14,0.9806188371302278,0.00034002040122407346,0.016490989459367562,0.0010200612036722204,0.0010200612036722204
Denmark,2021-06-28,0.7889374090247453,0.0009704027171276079,0.20281416787967008,0.0048520135856380394,0.0024260067928190197
Denmark,2021-07-12,0.2062841530054645,0.00195160031225605,0.7884465261514442,0.001366120218579235,0.00078064012490242
Denmark,2021-07-26,0.04146745126884884,0.00018389113644722325,0.9572453107760206,0.0002758367046708349,0.0003677822728944465
Denmark,2021-08-09,0.008335623339745352,0.0,0.9906567738389668,9.160025648071815e-05,0.0007328020518457452
Djibouti,2021-04-05,0.046875,0.921875,0.0,0.0,0.03125
Djibouti,2021-04-19,0.05405405405405406,0.918918918918919,0.0,0.0,0.02702702702702703
Djibouti,2021-05-03,0.08695652173913043,0.9130434782608695,0.0,0.0,0.0
Djibouti,2021-05-17,0.2,0.8,0.0,0.0,0.0
Djibouti,2021-05-31,0.0,0.0,0.0,0.0,0.0
Djibouti,2021-07-12,0.0,0.0,1.0,0.0,0.0
Djibouti,2021-08-09,0.0,0.0,1.0,0.0,0.0
Dominican Republic,2021-04-05,0.23076923076923078,0.0,0.0,0.07692307692307693,0.23076923076923078
Dominican Republic,2021-04-19,0.11764705882352941,0.0,0.0,0.35294117647058826,0.47058823529411764
Dominican Republic,2021-05-03,0.0,0.0,0.0,0.0,0.0
Dominican Republic,2021-05-17,0.04597701149425287,0.0,0.0,0.19540229885057472,0.3563218390804598
Dominican Republic,2021-05-31,0.04950495049504951,0.0,0.0297029702970297,0.24752475247524752,0.18811881188118812
Dominican Republic,2021-06-14,0.0,0.0,0.0,0.15789473684210525,0.21052631578947367
Dominican Republic,2021-06-28,0.0,0.0,0.0,0.0,0.15384615384615385
Dominican Republic,2021-07-12,0.0,0.0,0.1,0.0,0.1
Dominican Republic,2021-07-26,0.0,0.0,0.0,0.0,0.2
Dominican Republic,2021-08-09,0.0,0.0,0.10344827586206896,0.06896551724137931,0.2413793103448276
Ecuador,2021-04-05,0.17391304347826086,0.0,0.0,0.21739130434782608,0.30434782608695654
Ecuador,2021-04-19,0.22807017543859648,0.0,0.0,0.10526315789473684,0.2631578947368421
Ecuador,2021-05-03,0.3230769230769231,0.0,0.0,0.07692307692307693,0.27692307692307694
Ecuador,2021-05-17,0.26618705035971224,0.0,0.0,0.02877697841726619,0.17985611510791366
Ecuador,2021-05-31,0.18627450980392157,0.0,0.0,0.058823529411764705,0.24509803921568626
Ecuador,2021-06-14,0.15568862275449102,0.0,0.0,0.11976047904191617,0.16167664670658682
Ecuador,2021-06-28,0.14482758620689656,0.0,0.041379310344827586,0.12413793103448276,0.08275862068965517
Ecuador,2021-07-12,0.05737704918032787,0.0,0.04918032786885246,0.22404371584699453,0.05737704918032787
Ecuador,2021-07-26,0.10442477876106195,0.0,0.15398230088495576,0.15221238938053097,0.049557522123893805
Ecuador,2021-08-09,0.0603448275862069,0.0,0.3017241379310345,0.14655172413793102,0.09482758620689655
Egypt,2021-04-05,0.13513513513513514,0.0,0.0,0.0,0.8648648648648649
Egypt,2021-04-19,0.1,0.0,0.0,0.0,0.9
Egypt,2021-05-03,0.0898876404494382,0.0,0.0,0.0,0.9101123595505618
Egypt,2021-05-17,0.07142857142857142,0.0,0.0,0.0,0.9285714285714286
Egypt,2021-05-31,0.13043478260869565,0.0,0.0,0.0,0.8695652173913043
Egypt,2021-06-14,0.0,0.0,0.0,0.0,1.0
Egypt,2021-06-28,0.0,0.0,0.25,0.0,0.75
Egypt,2021-07-12,0.0,0.0,0.0,0.0,1.0
Egypt,2021-07-26,0.0,0.0,1.0,0.0,0.0
Egypt,2021-08-09,0.0,0.0,0.8888888888888888,0.0,0.1111111111111111
Estonia,2021-04-05,0.8733273862622658,0.01873327386262266,0.0,0.0,0.07136485280999108
Estonia,2021-04-19,0.967391304347826,0.008152173913043478,0.0,0.0,0.005434782608695652
Estonia,2021-05-03,0.98005698005698,0.011396011396011397,0.0,0.0,0.008547008547008548
Estonia,2021-05-17,0.9815950920245399,0.0,0.0,0.0,0.015337423312883436
Estonia,2021-06-14,0.9854014598540146,0.0,0.014598540145985401,0.0,0.0
Estonia,2021-06-28,0.9555555555555556,0.0,0.044444444444444446,0.0,0.0
Estonia,2021-07-12,0.08695652173913043,0.0,0.9130434782608695,0.0,0.0
Estonia,2021-07-26,0.031746031746031744,0.0,0.9682539682539683,0.0,0.0
Estonia,2021-08-09,0.005555555555555556,0.0,0.9944444444444445,0.0,0.0
Ethiopia,2021-04-05,0.3333333333333333,0.0,0.5,0.0,0.16666666666666666
Ethiopia,2021-04-19,0.0,0.0,1.0,0.0,0.0
Ethiopia,2021-05-03,0.5,0.0,0.0,0.0,0.5
Ethiopia,2021-05-31,0.34615384615384615,0.07692307692307693,0.5,0.0,0.07692307692307693
Ethiopia,2021-06-14,1.0,0.0,0.0,0.0,0.0
Ethiopia,2021-07-12,0.0,0.0,1.0,0.0,0.0
Ethiopia,2021-07-26,0.0,0.0,0.5932203389830508,0.0,0.4067796610169492
Ethiopia,2021-08-09,0.0,0.0,0.9960474308300395,0.0,0.003952569169960474
Fiji,2021-04-19,0.14285714285714285,0.0,0.8571428571428571,0.0,0.0
Fiji,2021-05-03,0.1111111111111111,0.0,0.8888888888888888,0.0,0.0
Fiji,2021-05-17,0.045454545454545456,0.0,0.9545454545454546,0.0,0.0
Fiji,2021-05-31,0.0,0.0,1.0,0.0,0.0
Fiji,2021-06-14,0.0,0.0,1.0,0.0,0.0
Fiji,2021-06-28,0.0,0.0,1.0,0.0,0.0
Fiji,2021-07-12,0.0,0.0,1.0,0.0,0.0
Finland,2021-04-05,0.6322188449848024,0.26646403242147926,0.0,0.0,0.05876393110435663
Finland,2021-04-19,0.688034188034188,0.2535612535612536,0.002849002849002849,0.0,0.039886039886039885
Finland,2021-05-03,0.8007380073800738,0.12361623616236163,0.03874538745387454,0.0,0.02952029520295203
Finland,2021-05-17,0.7653910149750416,0.06655574043261231,0.12479201331114809,0.0,0.03494176372712146
Finland,2021-05-31,0.718336483931947,0.013232514177693762,0.23629489603024575,0.005671077504725898,0.022684310018903593
Finland,2021-06-14,0.608843537414966,0.003401360544217687,0.3299319727891156,0.0,0.04421768707482993
Finland,2021-06-28,0.12942779291553133,0.0027247956403269754,0.8501362397820164,0.0,0.014986376021798364
